id,mean_cc_gain,mean_cross_gain,mean_snr_power,zone,model
114,3.7808245589068825,4.767169523421494,0.6972225414568846,ablation,15_DASDL
46,3.0842810554966116,3.7304059643086203,1.232046377450692,ablation,15_DASDL
19,3.8664640454743946,1.9295715920415408,1.0771973739080463,ablation,15_DASDL
37,3.0770699300765836,2.3035299691264655,1.44173003027419,ablation,15_DASDL
65,3.664807768821299,4.238716639781071,0.49978246192308234,ablation,15_DASDL
62,4.042189052830691,1.9991902834563253,0.8867418793460181,ablation,15_DASDL
97,3.8589046511025757,2.2254083215656806,0.5118558495581251,ablation,15_DASDL
0,3.3945708134703354,6.8440405441983,0.6492989571106994,ablation,15_DASDL
79,3.709384073817868,5.863649503326055,0.9583896804460583,ablation,15_DASDL
12,3.390493721902174,2.7241398634408953,0.8511820504547654,ablation,15_DASDL
99,3.6573629550614855,2.6430270615238403,0.6150042343813433,ablation,15_DASDL
21,3.1478908165564485,0.5951778778273759,0.8610330068179557,ablation,15_DASDL
112,3.6093917879487187,2.0260357178466464,1.0808963474816542,ablation,15_DASDL
67,3.74529328443978,1.241338285774997,1.0055249004605544,ablation,15_DASDL
113,3.6232082829648533,1.8118538924003742,0.51749167015471,ablation,15_DASDL
55,3.429550976204871,2.7663765515610024,1.0080854943451893,ablation,15_DASDL
49,2.7760282388303694,3.2754457285395793,1.2351120450138562,ablation,15_DASDL
77,3.7054916855585134,4.039861748747153,0.9848336420619406,ablation,15_DASDL
101,4.099554236750423,3.127261789743229,0.8202049258484296,ablation,15_DASDL
50,3.3425538290310777,2.7647583081001867,0.9490893215426648,ablation,15_DASDL
27,3.7600350227527786,2.682522295164041,0.6710772422357792,ablation,15_DASDL
87,3.246539465635604,0.9775442020269035,0.7625443002902217,ablation,15_DASDL
98,3.8690683371103036,1.1407583165194373,1.0467911554128562,ablation,15_DASDL
28,3.576978582747087,3.4460436706764304,0.8560215184000827,ablation,15_DASDL
29,3.572856301458164,1.5847891493674706,1.2783678964609544,ablation,15_DASDL
71,3.4406454249907816,1.5117196115272935,0.7208010654911655,ablation,15_DASDL
69,2.468518843010774,0.5315472241163048,1.179936440901856,ablation,15_DASDL
116,3.327412995122566,3.0017056364669026,1.2284993694470048,ablation,15_DASDL
24,3.383517480932272,1.5895983545999552,1.0842205077918312,ablation,15_DASDL
84,3.482782526543656,3.2523345665801555,1.2903660821368195,ablation,15_DASDL
20,4.113993083883678,4.354189282982282,0.7407297548218512,ablation,15_DASDL
2,3.223886137470265,3.145705929810839,1.1331655674581027,ablation,15_DASDL
6,3.859606357747107,4.747067849138092,1.4583157033656802,ablation,15_DASDL
30,3.6466007101074154,2.6871359463337634,1.3079803058924255,ablation,15_DASDL
47,3.597261369476526,6.771858935241678,1.146960356483128,ablation,15_DASDL
38,3.856784957285518,4.278676999339189,1.3082007567497653,ablation,15_DASDL
74,3.7508660310220634,1.604443262701004,1.2485885941064676,ablation,15_DASDL
40,3.5629952436544,3.1660417726558863,0.9684417965772257,ablation,15_DASDL
31,3.4100152210562045,5.6760891474761195,1.2714861512120326,ablation,15_DASDL
36,3.6925591070974706,3.1216403587477473,0.6349305024983278,ablation,15_DASDL
83,2.902412506288305,1.5874901847023133,1.0027213103044295,ablation,15_DASDL
5,3.3815435001919623,1.651343727896842,1.0780931592118053,ablation,15_DASDL
51,3.9639168939084444,6.088648775959438,0.8160850912720891,ablation,15_DASDL
34,3.5963840962105067,5.856317580997926,1.4034900460862205,ablation,15_DASDL
68,2.9957717191016906,0.7725625823621648,0.6747352550862888,ablation,15_DASDL
72,3.582753401697262,2.026571236818463,0.5924740740634078,ablation,15_DASDL
25,3.6258473566327654,3.5703169260849004,1.1399135613010922,ablation,15_DASDL
85,3.7525080909343758,2.716358959552446,0.7626311493786296,ablation,15_DASDL
7,3.964631814656207,4.4710883475450185,1.1582350957868677,ablation,15_DASDL
59,3.6510604102637245,2.7909988751138815,0.7520273733519265,ablation,15_DASDL
8,3.775583021693934,2.523249262279452,0.6411132163922924,ablation,15_DASDL
4,3.2648314036065456,2.562131219210026,0.8989087387477166,ablation,15_DASDL
117,3.8734014776068393,2.432732356300884,1.3276339130876493,ablation,15_DASDL
88,3.8762712360148384,5.718456451932957,1.6931612753676224,ablation,15_DASDL
42,3.794118005100657,2.5933865710742943,0.8927209226320654,ablation,15_DASDL
91,3.2034969963659976,2.6344136488236187,1.3366426837246121,ablation,15_DASDL
33,3.3612045227364264,2.8608552262340448,1.427077194973767,ablation,15_DASDL
63,3.4950267571060794,2.9658984436076588,1.3760956746485427,ablation,15_DASDL
118,3.2698330555474513,3.529400939290457,0.98080213093486,ablation,15_DASDL
14,3.7221702641652525,4.596443494882682,0.6971017854603733,ablation,15_DASDL
41,3.577016034794498,1.679262872328996,1.093642054174526,ablation,15_DASDL
45,3.830164492737957,2.390503658271137,2.2558204895713336,ablation,15_DASDL
92,3.817144487295617,2.024914344815135,0.40058921948732046,ablation,15_DASDL
89,3.501331747077856,4.969366485598636,1.184022775378515,ablation,15_DASDL
109,3.7687544877249706,1.8445053001606329,0.9004549254175593,ablation,15_DASDL
48,3.574115328265394,3.172032314075032,1.2088163093843878,ablation,15_DASDL
102,3.96386835176659,2.7803895824022877,1.2494512580798172,ablation,15_DASDL
56,3.8149031080564866,2.342700847231291,0.8910887665262744,ablation,15_DASDL
81,4.275466012078332,4.72661587916642,1.1916323532758282,ablation,15_DASDL
11,3.9461665109178385,2.1232293353348033,0.8597118194017271,ablation,15_DASDL
110,3.979071039785206,2.050830613799767,1.2465916810517872,ablation,15_DASDL
