id,mean_cc_gain,mean_cross_gain,mean_snr_power,zone,model
114,1.9548857980502157,4.054278359722004,0.3503496959482446,ablation,03_accumulation_horizontal
46,1.7420565339332803,3.494250959868858,1.006092451222153,ablation,03_accumulation_horizontal
19,1.7401316271622356,6.12676154011947,0.07096593598720131,ablation,03_accumulation_horizontal
37,1.900581678906963,5.880842538848526,14.550659150056918,ablation,03_accumulation_horizontal
65,1.8746531560651767,5.980540174705816,0.5041859592881351,ablation,03_accumulation_horizontal
62,1.7888940687607953,3.100017228139205,0.16094263143922086,ablation,03_accumulation_horizontal
97,1.8538216528791054,3.501202765138444,13.69315055736131,ablation,03_accumulation_horizontal
0,1.7879148852951925,6.509052203923819,1.5329515694053293,ablation,03_accumulation_horizontal
79,1.8427323224343488,3.5224665780162834,0.009007854938185648,ablation,03_accumulation_horizontal
12,1.778392693080022,7.497947937596427,0.8760814256165758,ablation,03_accumulation_horizontal
99,1.6434116356853057,3.090191239538624,0.32852339619103516,ablation,03_accumulation_horizontal
21,2.108527357484939,2.5424383957132357,3.2540477312563096,ablation,03_accumulation_horizontal
112,1.9751195275900089,4.366949879820307,0.34343605544840333,ablation,03_accumulation_horizontal
67,2.0229459045262277,4.195171827170907,1.3067949867362054,ablation,03_accumulation_horizontal
113,1.7220298602113175,6.015516885892298,0.23558263939136515,ablation,03_accumulation_horizontal
55,2.087111660469545,3.9828528708357727,1.1257744580490254,ablation,03_accumulation_horizontal
49,1.754273312038777,3.454791058797177,0.4200358327027595,ablation,03_accumulation_horizontal
77,1.9880632633123831,6.053524515942144,0.03889382613130421,ablation,03_accumulation_horizontal
101,1.8413247506683874,4.5299757993583665,0.6493134261359362,ablation,03_accumulation_horizontal
50,1.6140977134679961,4.267991196671553,2.5798825125562836,ablation,03_accumulation_horizontal
27,1.950370726866229,4.495592129658138,0.42784381883640676,ablation,03_accumulation_horizontal
87,1.8034393414884562,2.818571977235579,3.8800090525605637,ablation,03_accumulation_horizontal
98,1.7826502935050486,3.4039777372248667,1.9047324447788252,ablation,03_accumulation_horizontal
28,1.8068214051233074,5.504621442956437,1.3104750410073926,ablation,03_accumulation_horizontal
29,1.5226510743254085,3.5716107041226905,0.5686978686272933,ablation,03_accumulation_horizontal
71,1.8828804146369056,2.39394605767175,5.553143110501382,ablation,03_accumulation_horizontal
69,4.176275279248111,2.390888066743685,0.6788329992671458,ablation,03_accumulation_horizontal
116,1.684183715894171,6.332912817369051,2.2106056952334425,ablation,03_accumulation_horizontal
24,1.6665414708077395,3.795017712415516,1.8987570210071256,ablation,03_accumulation_horizontal
84,1.7057471762772312,4.181955983072624,0.07530355265804536,ablation,03_accumulation_horizontal
20,1.6152000176589152,3.2862141476249014,2.8481031894633237,ablation,03_accumulation_horizontal
2,1.7783812133944052,5.950495014867409,0.012169133079351618,ablation,03_accumulation_horizontal
6,1.9165435204532835,5.873235767372458,0.6518825364567375,ablation,03_accumulation_horizontal
30,1.9515162801629167,4.010165701268172,0.31329828849680175,ablation,03_accumulation_horizontal
47,2.010556956786583,4.3501365959271645,0.7150664785208396,ablation,03_accumulation_horizontal
38,1.6527463949033927,4.404902972876151,0.8150967522797742,ablation,03_accumulation_horizontal
74,1.7310484976597607,6.471821091980952,17.641028684742064,ablation,03_accumulation_horizontal
40,1.934305921437827,3.6975585719337074,0.4204388473307483,ablation,03_accumulation_horizontal
31,1.6346226852199575,2.0904442325192507,1.4333017971912028,ablation,03_accumulation_horizontal
36,1.5939261164717202,5.228723549159374,0.09011771327651745,ablation,03_accumulation_horizontal
83,1.8446284403842692,4.53659090262131,0.05612843139672646,ablation,03_accumulation_horizontal
5,2.065951830062809,3.858112391093675,0.2791903270081227,ablation,03_accumulation_horizontal
51,1.7618731612774063,7.0363192878199,0.8746021325569802,ablation,03_accumulation_horizontal
34,1.8247691942472737,4.585182533716435,0.18922681973984248,ablation,03_accumulation_horizontal
68,1.6601589772935121,3.595996667594768,9.786376524532841,ablation,03_accumulation_horizontal
72,1.9650406676241308,3.0385098250903293,0.13895391464449447,ablation,03_accumulation_horizontal
25,1.7748826255509216,4.337450846282028,0.6007311854694398,ablation,03_accumulation_horizontal
85,1.9203984443440631,2.4568512562188727,1.3555902070873893,ablation,03_accumulation_horizontal
7,1.8481717445381949,4.8274970116751525,0.1686706863314997,ablation,03_accumulation_horizontal
59,1.9191506449825426,4.935421805707596,0.49501548444009963,ablation,03_accumulation_horizontal
8,2.007035331570537,3.342888096258751,15.912329237751042,ablation,03_accumulation_horizontal
4,1.76112488457469,6.495522344893901,0.6010173729349324,ablation,03_accumulation_horizontal
117,1.9496395275783995,3.1647837105626855,0.14773219637115073,ablation,03_accumulation_horizontal
88,1.8345484144477304,7.097112147480439,1.3940545600534446,ablation,03_accumulation_horizontal
42,1.8178593528162423,2.9595486363834707,0.36273911009699566,ablation,03_accumulation_horizontal
91,1.6514344387139446,4.780708443211085,1.0226029638516105,ablation,03_accumulation_horizontal
33,1.7794841965073396,4.133241994536676,3.9722165505477927,ablation,03_accumulation_horizontal
63,2.034406154940592,2.6465517021822795,0.1576035988420028,ablation,03_accumulation_horizontal
118,1.8236273774187954,3.3167195177993127,1.8961300676292139,ablation,03_accumulation_horizontal
14,1.7597889546314398,3.666528104553985,1.3530397907651452,ablation,03_accumulation_horizontal
41,1.9530363993121536,2.710159528952824,0.130917598097114,ablation,03_accumulation_horizontal
45,1.7258579791263642,6.311846390279427,0.36264946155202854,ablation,03_accumulation_horizontal
92,1.8579033399109217,2.533031199926536,2.15285109708098,ablation,03_accumulation_horizontal
